広告管理 ＞ アフィリエイト ＞ キャンペーン

"キャンペーングループ","ID","キャンペーン名","サイズ","設定","原稿数","マージン","ステータス","Imp","Click","CTR","CV","CVR","グロス","ネット","利益","price","CPC(グロス)","eCPM(グロス)"
"1042 SP_DLsite_m","13083","SP_｛TL｝【準アダルト】203号の隣人は鍵束ひとつ残して消えた。(コミック)_230123_203gou-o_dlsite_h_300x300_02_A_m_tl_RJ417571_インフィード","ｲﾝﾌｨｰﾄﾞ_小","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","13084","SP_｛TL｝【準アダルト】203号の隣人は鍵束ひとつ残して消えた。(コミック)_230123_203gou-o_dlsite_h_300x300_03_A_m_tl_RJ417571_テキストA_インフィード","ｲﾝﾌｨｰﾄﾞ_小","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","13085","SP_｛TL｝【準アダルト】203号の隣人は鍵束ひとつ残して消えた。(コミック)_230123_203gou-o_dlsite_h_300x300_03_A_m_tl_RJ417571_テキストB_インフィード","ｲﾝﾌｨｰﾄﾞ_小","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1042 SP_DLsite_m","13086","SP_｛TL｝【準アダルト】203号の隣人は鍵束ひとつ残して消えた。(コミック)_230123_203gou-o_dlsite_h_300x300_04_A_m_tl_RJ417571_インフィード","ｲﾝﾌｨｰﾄﾞ_小","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"35 メディア外販仕入(LINE@)","290","成果テスト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","291","成果テスト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"105 BR_FANZA動画_VR訴求(iOS)","467","成果テスト","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"114 クレア_ライブチャット_sms","543","成果テスト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"101 グラン_ライブチャット_mail","544","成果テスト","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"100 クレア_ライブチャット_mail","546","成果","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"134 競馬リポート","572","テスト_競馬","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"158 (PC)北条ぜっちょう","613","(PC)北条ぜっちょうk66_300x250","ﾚｸﾀﾝｸﾞﾙ","アカテ",0,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"149 CCチャット","624","CCチャット_エロたん_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",6,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"148 リーフチャット","625","リーフチャット_エロリザーブ_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"161 セフコレ","637","成果テスト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"153 【既存】リテンション配信（FANZA動画）","665","test_FANZA動画_乳首","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"164 GNT-α","666","テスト_GNT-a_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"184 リタゲテスト用","757","リタゲテスト用","ﾚｸﾀﾝｸﾞﾙ","アリカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"189 成果テスト","758","成果テスト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"178 エロカリ","786","エロカリ_疎通テスト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"178 エロカリ","788","エロカリ_疎通テスト2","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"198 オトナマッチ","817","テスト","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"200 FANZAコミック","826","fb[BR]FANZAコミック_Android_アダ_同人_低単価_レク","ﾚｸﾀﾝｸﾞﾙ（高CTR）","ア",11,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"200 FANZAコミック","827","fb[BR]FANZAコミック_iOS_アダ_同人_低単価_レク","ﾚｸﾀﾝｸﾞﾙ（高CTR）","ア",11,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","839","[CR_471_1342]-Eazy-i-cyo-WL","ﾚｸﾀﾝｸﾞﾙ","ア",4,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","840","[CR_471_1343]-VideoLiveTalk-i-cyo-WL","ﾚｸﾀﾝｸﾞﾙ","ア",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","841","[CR_471_1344]-CutyLive-i-cyo-WL","ﾚｸﾀﾝｸﾞﾙ","ア",6,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","842","[CR_471_1105]-Eazy-a-cyo-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","843","[CR_471_1106]-TSUBAKI-a-ftbk-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","844","[CR_471_1107]-おチャベリ-a-cyo-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"209 裸のパノラマ","895","ADR_裸のパノラマ_300*250","ﾚｸﾀﾝｸﾞﾙ","ア",1,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"210 RT_裸のパノラマ","901","RT_IOS_裸のパノラマ_300*250","ﾚｸﾀﾝｸﾞﾙ","アリ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1087","[CR_305_1206]GalaxyLive_a(300x250)","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1161","[CR_305_1208]なでしこ_a(300x250)","ﾚｸﾀﾝｸﾞﾙ","ア均",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1186","[CR_305_0689]なでしこ_a(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",2,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1187","CR_305_0787GalaxyLive(fgal)_a(300x250)WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1188","[CR_305_0781]なでしこ(feas)_a(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1189","[CR_471_1343]VideoLiveTalk_i(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1190","[CR_305_0690]GalaxyLive_a(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",3,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1191","[CR_305_0784]なでしこ(gls)_a(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1192","[CR_305_0785]なでしこ(frzn)_a(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1193","[CR_471_1342]Eazy_i(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1194","[CR_305_0810]-ELEPHANT(01)-a-cyo-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1195","[CR_305_0811]-ELEPHANT(02)-a-cyo-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1196","[CR_305_0824]-ELEPHANT-a-feas-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1197","[CR_305_0825]-ELEPHANT-a-gls-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1198","[CR_305_0826]-ELEPHANT-a-frzn-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1199","[CR_305_0827]-ELEPHANT-a-fnds-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1200","[CR_471_1388]TSUBAKI_i(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",20,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1201","[CR_471_1345]Embi_i(300x250)_WL","ﾚｸﾀﾝｸﾞﾙ","ア",4,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1202","[CR_471_1105]Eazy_a(300x250)：WL_2","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"277 TSUTAYA　DISCAS","1242","TSUTAYA　DISCAS_テスト","ﾚｸﾀﾝｸﾞﾙ","アカテ",0,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1266","[CR_421_0064]-華の会normal-WL","ﾚｸﾀﾝｸﾞﾙ","ア",3,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"33 メディア外販仕入(ライブチャット)","1270","[CR_305_0927]-ELEPHANT-a-lp1-WL","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"385 TrueUP_ｆ","1809","TrueUP_300*300_アダルト","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"48 ☆和麹づくしの雑穀生酵素_男性","1810","☆男性和麹づくしの雑穀生酵素_ネイティブ(300*300)_アダルト","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"48 ☆和麹づくしの雑穀生酵素_男性","1811","☆男性和麹づくしの雑穀生酵素_ネイティブ(300*300)_マンガLP_アダルト","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"3 ☆すっぽんもろみ酢_男性","1812","☆男性すっぽん_ネイティブ(300*300)_アダルト","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"129 Kit","581","オナニー専用LP","ﾚｸﾀﾝｸﾞﾙ","ア",4,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"139 イククル","591","イククル_iOS_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"147 ラブプラザ","626","ラブプラザ_エロリザーブ_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"147 ラブプラザ","627","ラブプラザ_ふぇらちゅおスクール_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"146 いいね","628","いいね_エロたん_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",9,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"145 Free talk","629","Freetalk_ヤングまんさんch_レクタングル","ﾚｸﾀﾝｸﾞﾙ","ア",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"144 モモチャ","630","モモチャ_エロリザーブ_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",11,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"248 ユメモバ","1117","ユメモバ　人妻LP","ﾚｸﾀﾝｸﾞﾙ","ア",4,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"124 PLUS MATE","508","PLUS MATE_300*250_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",10,25,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"152 GNT-α","760","GNT-α_リタゲ_購入確認ページ","ﾚｸﾀﾝｸﾞﾙ","アリカテ",2,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"30 famu","1203","famu_熟恋_ADR","ﾚｸﾀﾝｸﾞﾙ","ア",6,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"30 famu","1205","famu_熟恋_IOS","ﾚｸﾀﾝｸﾞﾙ","ア",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"193 Band","1402","PicFuck_Band_レクタングル ","ﾚｸﾀﾝｸﾞﾙ","ア",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"193 Band","1403","セフレポーート_Band_レクタングル ","ﾚｸﾀﾝｸﾞﾙ","アカテ",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"193 Band","1404","オマンコチュートリアル_Band_レクタングル ","ﾚｸﾀﾝｸﾞﾙ","ア",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"620 ビトレリン","2676","ビトレリン_リタゲ_購入確認ページ","ﾚｸﾀﾝｸﾞﾙ","アリカテ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"197 FANZA動画","806","伊藤舞雪_300×250","ﾚｸﾀﾝｸﾞﾙ","ア",0,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"197 FANZA動画","807","伊藤舞雪_320×100","320*100","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"197 FANZA動画","808","伊藤舞雪_320×50","ｵｰﾊﾞｰﾚｲ(320*50)","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"197 FANZA動画","809","深田えいみ_300×250","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"197 FANZA動画","810","深田えいみ_320×100","320*100","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"197 FANZA動画","811","深田えいみ_320×50","ｵｰﾊﾞｰﾚｲ(320*50)","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"200 FANZAコミック","822","fb[BR]FANZAコミック_Android_アダ_同人_低単価_通常","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",10,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"200 FANZAコミック","823","fb[BR]FANZAコミック_Android_アダ_同人_低単価_ダブ","ﾍｯﾀﾞｰﾚｲ","アカテ",9,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"200 FANZAコミック","824","fb[BR]FANZAコミック_iOS_アダ_同人_低単価_通常","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",10,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"200 FANZAコミック","825","fb[BR]FANZAコミック_iOS_アダ_同人_低単価_ダブ","ﾍｯﾀﾞｰﾚｲ","アカテ",9,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"153 【既存】リテンション配信（FANZA動画）","845","A-新規-SP_Android-ALL-RT-b300x250-購入完了","ﾚｸﾀﾝｸﾞﾙ","アリ",10,20,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"153 【既存】リテンション配信（FANZA動画）","849","A-新規-SP_Android-ALL-RT-b320x100-購入完了","320*100","アリ",13,20,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"153 【既存】リテンション配信（FANZA動画）","850","A-新規-SP_Android-ALL-RT-b320x50-購入完了","ｵｰﾊﾞｰﾚｲ(320*50)","アリ",13,20,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"153 【既存】リテンション配信（FANZA動画）","851","A-新規-SP_iOS-ALL-RT-b300x250-購入完了","ﾚｸﾀﾝｸﾞﾙ","アリ",10,20,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"153 【既存】リテンション配信（FANZA動画）","852","A-新規-SP_iOS-ALL-RT-b320x100-購入完了","320*100","アリ",13,20,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"153 【既存】リテンション配信（FANZA動画）","853","A-新規-SP_iOS-ALL-RT-b320x50-購入完了","ｵｰﾊﾞｰﾚｲ(320*50)","アリ",13,20,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"244 【新規】ファーストバイ（FANZA動画）","1105","A-新規-SP_iOS-WEB-BR-b320x100-BR配信","320*100","ア",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"244 【新規】ファーストバイ（FANZA動画）","1106","A-新規-SP_iOS-WEB-BR-b320x50-BR配信","ｵｰﾊﾞｰﾚｲ(320*50)","ア",27,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"244 【新規】ファーストバイ（FANZA動画）","1107","A-新規-SP_iOS-WEB-BR-b300x250-BR配信","ﾚｸﾀﾝｸﾞﾙ","ア",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"244 【新規】ファーストバイ（FANZA動画）","1108","A-新規-SP_Android-WEB-BR-b320x100-BR配信","320*100","ア",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"244 【新規】ファーストバイ（FANZA動画）","1109","A-新規-SP_Android-WEB-BR-b320x50-BR配信","ｵｰﾊﾞｰﾚｲ(320*50)","ア",18,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"244 【新規】ファーストバイ（FANZA動画）","1110","A-新規-SP_Android-WEB-BR-b300x250-BR配信","ﾚｸﾀﾝｸﾞﾙ","ア",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"244 【新規】ファーストバイ（FANZA動画）","3425","A-新規-SP_iOS-WEB-BR-b320x50-BR配信_CP","ｵｰﾊﾞｰﾚｲ(320*50)","ア均",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"244 【新規】ファーストバイ（FANZA動画）","3426","A-新規-SP_Android-WEB-BR-b320x50-BR配信_CP","ｵｰﾊﾞｰﾚｲ(320*50)","ア均",5,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"89 ハッピーメール","578","ハッピーメール_iOS","ﾚｸﾀﾝｸﾞﾙ","ア",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"129 Kit","579","人妻LP_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","ア",2,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"129 Kit","580","エッチなセフレLP","ﾚｸﾀﾝｸﾞﾙ","ア",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"142 フレチャット","614","フレチャット_ふぇらちゅおスクール_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"193 Band","759","セフレポーート_Band_レクタングル","ﾚｸﾀﾝｸﾞﾙ","ア",11,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"248 ユメモバ","1112","ユメモバ　通常","ﾚｸﾀﾝｸﾞﾙ","ア",4,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"209 裸のパノラマ","896","IOS_裸のパノラマ_300*250","ﾚｸﾀﾝｸﾞﾙ","ア",1,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"209 裸のパノラマ","898","ADR_裸のパノラマ_320*100","320*100","ア",1,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"209 裸のパノラマ","899","IOS_裸のパノラマ_320*100","320*100","ア",1,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"210 RT_裸のパノラマ","900","RT_ADR_裸のパノラマ_300*250","ﾚｸﾀﾝｸﾞﾙ","アリ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"210 RT_裸のパノラマ","903","RT_ADR_裸のパノラマ_320*100","320*100","アリ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"210 RT_裸のパノラマ","904","RT_IOS_裸のパノラマ_320*100","320*100","アリ",1,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"234 からだ元気_アダルト運用","1044","からだ元気_300*250","ﾚｸﾀﾝｸﾞﾙ","ア",3,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","48","0000001513_RT_COMコミ購入完了_td_男性訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","50","0000001515_RT_R18コミ購入完了_td_男性訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","51","0000001516_RT_R18動画購入完了_td_男性訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","52","0000001517_RT_R18同人購入完了_td_男性訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","53","0000001514_RT_COM動画購入完了_td_男性訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","54","0000001513_RT_COMコミ購入完了_td_男性訴求_640*200","320*100","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","59","0000001514_RT_COM動画購入完了_td_男性訴求_640*200","320*100","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","60","0000001515_RT_R18コミ購入完了_td_男性訴求_640*200","320*100","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","61","0000001516_RT_R18動画購入完了_td_男性訴求_640*200","320*100","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","62","0000001517_RT_R18同人購入完了_td_男性訴求_640*200","320*100","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","65","0000001513_RT_COMコミ購入完了_td_男性訴求_640*100","ｵｰﾊﾞｰﾚｲ(320*50)","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","66","0000001514_RT_COM動画購入完了_td_男性訴求_640*100","ｵｰﾊﾞｰﾚｲ(320*50)","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","67","0000001515_RT_R18コミ購入完了_td_男性訴求_640*100","ｵｰﾊﾞｰﾚｲ(320*50)","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","68","0000001516_RT_R18動画購入完了_td_男性訴求_640*100","ｵｰﾊﾞｰﾚｲ(320*50)","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"8 RT_FANZA動画_男性訴求(iOS)","69","0000001517_RT_R18同人購入完了_td_男性訴求_640*100","ｵｰﾊﾞｰﾚｲ(320*50)","アリ",7,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"10 RT_FANZA動画_VR訴求(iOS)","76","0000001562_RT_COMコミ購入完了_td_VR訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"10 RT_FANZA動画_VR訴求(iOS)","77","0000001563_RT_COM動画購入完了_td_VR訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"10 RT_FANZA動画_VR訴求(iOS)","78","0000001564_RT_R18コミ購入完了_td_VR訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"10 RT_FANZA動画_VR訴求(iOS)","83","0000001565_RT_R18動画購入完了_td_VR訴求_600*500","ﾚｸﾀﾝｸﾞﾙ","アリ",5,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
