広告管理 ＞ アフィリエイト ＞ キャンペーン

"キャンペーングループ","ID","キャンペーン名","サイズ","設定","原稿数","マージン","ステータス","Imp","Click","CTR","CV","CVR","グロス","ネット","利益","price","CPC(グロス)","eCPM(グロス)"
"1280 RT_同人top_30day ","4861","RT_同人top_30dayヌルネバ☆スイマ～！！_And_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アリ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1281 RT_電子書籍TOP_30day ","4862","RT_電子書籍TOP_30day_俺をイジメてた元ヤン美_And_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アリ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1281 RT_電子書籍TOP_30day ","4864","RT_電子書籍TOP_30day_ワイルド式日本人_And_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アリ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1281 RT_電子書籍TOP_30day ","4866","RT_電子書籍TOP_30day_マグロメイドとめちゃしこ_And_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アリ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1281 RT_電子書籍TOP_30day ","4867","RT_電子書籍TOP_30day_ヌルネバ☆スイ_And_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アリ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1281 RT_電子書籍TOP_30day ","4868","RT_電子書籍TOP_30day_教会と異端者一家_And_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アリ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1281 RT_電子書籍TOP_30day ","4871","RT_電子書籍TOP_30day_『500円で10分パンツ_And_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アリ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"2872 陰キャの甥がヤリたい伯母さん。","10460","ADR_陰キャの甥がヤリたい伯母さん。_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",2,30,"オン",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"17 VAIO88","122","ADR_VAIO88_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"17 VAIO88","123","IOS_VAIO88_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"17 VAIO88","124","PC_VAIO88_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"17 VAIO88","125","PC_VAIO88_728*90","728*90","アカテ",2,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"14 メガファルスオメガ","168","PC_メガファルスオメガ_インフィード小","ｲﾝﾌｨｰﾄﾞ_小","アカテ",0,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"14 メガファルスオメガ","171","PC_メガファルスオメガ_728*90","728*90","アカテ",0,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"14 メガファルスオメガ","172","PC_メガファルスオメガ_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"14 メガファルスオメガ","173","IOS_メガファルスオメガ_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"14 メガファルスオメガ","174","ADR_メガファルスオメガ_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"17 VAIO88","1873","RT__VAIO88_300*250","ﾚｸﾀﾝｸﾞﾙ","アリ",13,20,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1151 アナザーヒロイン","4495","アナザーヒロイン_300*250_ADR","ﾚｸﾀﾝｸﾞﾙ","アカテ",5,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1151 アナザーヒロイン","4496","アナザーヒロイン_300*250_IOS","ﾚｸﾀﾝｸﾞﾙ","アカテ",5,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1151 アナザーヒロイン","4497","アナザーヒロイン_オーバーレイ_IOS","ｵｰﾊﾞｰﾚｲ(320*50)","ア",14,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1151 アナザーヒロイン","4498","アナザーヒロイン_オーバーレイ_ADR","ｵｰﾊﾞｰﾚｲ(320*50)","ア",14,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1152 にじげん彼女_RD_RT","4499","にじげん彼女_RD_RT_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",46,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1152 にじげん彼女_RD_RT","4500","にじげん彼女_RD_RT_ADR","ﾚｸﾀﾝｸﾞﾙ","アリ",46,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1153 にじげん彼女_RM_RT","4501","にじげん彼女_RM_RT_ADR","ﾚｸﾀﾝｸﾞﾙ","アリ",46,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1153 にじげん彼女_RM_RT","4502","にじげん彼女_RM_RT_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",46,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1154 アナザーヒロイン_RD_RT","4503","アナザーヒロイン_RD_RT_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",20,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1154 アナザーヒロイン_RD_RT","4504","アナザーヒロイン_RD_RT_ADR","ﾚｸﾀﾝｸﾞﾙ","アリ",20,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1155 アナザーヒロイン_RM_RT","4505","アナザーヒロイン_RM_RT_ADR","ﾚｸﾀﾝｸﾞﾙ","アリ",21,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1155 アナザーヒロイン_RM_RT","4506","アナザーヒロイン_RM_RT_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",21,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1162 アナザーヒロイン_漫画LP","4525","アナザーヒロイン_300*250_IOS_漫画LP","ﾚｸﾀﾝｸﾞﾙ","ア",18,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1162 アナザーヒロイン_漫画LP","4526","アナザーヒロイン_オーバーレイ_IOS_漫画LP  ","ｵｰﾊﾞｰﾚｲ(320*50)","ア",18,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1162 アナザーヒロイン_漫画LP","4527","アナザーヒロイン_300*250_ADR_漫画LP","ﾚｸﾀﾝｸﾞﾙ","ア",8,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1162 アナザーヒロイン_漫画LP","4528","アナザーヒロイン_オーバーレイ_ADR_漫画LP  ","ｵｰﾊﾞｰﾚｲ(320*50)","ア",18,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1163 アナザーヒロイン_漫画LP_RD_RT","4529","アナザーヒロイン_漫画LP__RD_RT_ADR","ﾚｸﾀﾝｸﾞﾙ","アリ",23,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1163 アナザーヒロイン_漫画LP_RD_RT","4530","アナザーヒロイン_漫画LP__RD_RT_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",23,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1164 アナザーヒロイン_漫画LP_RM_RT","4531","アナザーヒロイン_漫画LP__RM_RT_ADR","ﾚｸﾀﾝｸﾞﾙ","アリ",24,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1164 アナザーヒロイン_漫画LP_RM_RT","4532","アナザーヒロイン_漫画LP__RM_RT_IOS","ﾚｸﾀﾝｸﾞﾙ","アリ",24,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1282 【商業】ドールズ【特装版】【1話体験版付き】【煌野一人MUJIN編集部／ティーア","4882","disite_IOS_【商業】ドールズ【特装版】【1話体験版付き】【煌野一人MUJIN編集部／ティーアイネット】_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1283 【商業】ろりっ娘ムラ勃起こし【高城ごーや／ティーアイネット】※70％OFFCP","4883","disite_IOS_【商業】ろりっ娘ムラ勃起こし【高城ごーや／ティーアイネット】_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1284 【商業】実母と女教師【第1話体験版付き】【タカスギコウ／ティーアイネット】※70","4884","disite_IOS_【商業】実母と女教師【第1話体験版付き】【タカスギコウ／ティーアイネット】_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1285 【商業】獣○教室【チキコ／ティーアイネット】※70％OFFCP","4885","disite_IOS_【商業】獣○教室【チキコ／ティーアイネット】_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1282 【商業】ドールズ【特装版】【1話体験版付き】【煌野一人MUJIN編集部／ティーア","4886","disite_ADR_【商業】ドールズ【特装版】【1話体験版付き】【煌野一人MUJIN編集部／ティーアイネット】_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1283 【商業】ろりっ娘ムラ勃起こし【高城ごーや／ティーアイネット】※70％OFFCP","4887","disite_ADR_【商業】ろりっ娘ムラ勃起こし【高城ごーや／ティーアイネット】_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1284 【商業】実母と女教師【第1話体験版付き】【タカスギコウ／ティーアイネット】※70","4888","disite_ADR_【商業】実母と女教師【第1話体験版付き】【タカスギコウ／ティーアイネット】_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1285 【商業】獣○教室【チキコ／ティーアイネット】※70％OFFCP","4889","disite_ADR_【商業】獣○教室【チキコ／ティーアイネット】_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1162 アナザーヒロイン_漫画LP","4986","アナザーヒロイン_300*250_top_ADR_漫画LP","ﾚｸﾀﾝｸﾞﾙ","ア",8,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1162 アナザーヒロイン_漫画LP","4988","アナザーヒロイン_300*250_top_IOS_漫画LP","ﾚｸﾀﾝｸﾞﾙ","ア",12,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1162 アナザーヒロイン_漫画LP","4989","アナザーヒロイン_300*250_lp_ADR_漫画LP","ﾚｸﾀﾝｸﾞﾙ","ア",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1162 アナザーヒロイン_漫画LP","4990","アナザーヒロイン_300*250_lp_IOS_漫画LP","ﾚｸﾀﾝｸﾞﾙ","ア",12,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1316 【商業】俺得修学旅行～男は女装した俺だけ!! 　※8月4日までのセール仕様","5068","dlsite_IOS_【商業】俺得修学旅行～男は女装した俺だけ!! 　※8月4日までのセール仕様_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1316 【商業】俺得修学旅行～男は女装した俺だけ!! 　※8月4日までのセール仕様","5076","dlsite_ADR_【商業】俺得修学旅行～男は女装した俺だけ!! 　※8月4日までのセール仕様レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",6,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1337 telh.mobi","5214","telh.mobi _iOS_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1337 telh.mobi","5215","telh.mobi _iOS_320*50","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1337 telh.mobi","5216","telh.mobi _iOS_320*100","ﾍｯﾀﾞｰﾚｲ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1337 telh.mobi","5217","telh.mobi _ADR_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1337 telh.mobi","5218","telh.mobi _ADR_320*50","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1337 telh.mobi","5219","telh.mobi _ADR_320*100","ﾍｯﾀﾞｰﾚｲ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1388 eazy_IOS","5359","オナうま（パリピ）_eazy_IOS_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",12,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1388 eazy_IOS","5360","videoフラグ_eazy_IOS_レクタングル","ﾚｸﾀﾝｸﾞﾙ","ア",10,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1392 vi-vo","5384","vi-vo_ADR_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1392 vi-vo","5385","vi-vo_ADR_320*50","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1392 vi-vo","5386","vi-vo_ADR_320*100","ﾍｯﾀﾞｰﾚｲ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1392 vi-vo","5387","vi-vo_iOS_300*250","ﾚｸﾀﾝｸﾞﾙ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1392 vi-vo","5388","vi-vo_iOS_320*50","ｵｰﾊﾞｰﾚｲ(320*50)","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1392 vi-vo","5389","vi-vo_iOS_320*100","ﾍｯﾀﾞｰﾚｲ","アカテ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1392 vi-vo","5496","RT_vi-vo_ADR_300*250","ﾚｸﾀﾝｸﾞﾙ","アリ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1392 vi-vo","5497","RT_vi-vo_iOS_300*250","ﾚｸﾀﾝｸﾞﾙ","アリ",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1421 逆ナン交際クラブ_PC","5536","逆ナン交際クラブ_レクタングル_PC","ﾚｸﾀﾝｸﾞﾙ","ア",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1421 逆ナン交際クラブ_PC","5537","逆ナン交際クラブ_728*90_PC","728*90","ア",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1421 逆ナン交際クラブ_PC","5538","逆ナン交際クラブ_160*600_PC","160*600","ア",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1422 オトナの逆指名_PC","5539","オトナの逆指名_レクタングル_PC","ﾚｸﾀﾝｸﾞﾙ","ア",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1422 オトナの逆指名_PC","5540","オトナの逆指名_728*90_PC","728*90","ア",4,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1422 オトナの逆指名_PC","5541","オトナの逆指名_160*600_PC","160*600","ア",1,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1441 インフィード_【準一般同人TL女性向け】少年の放課後 VER1(白いお布団)","5614","ADR_インフィード小【準一般同人TL女性向け】少年の放課後 VER1※アダルト配信","ｲﾝﾌｨｰﾄﾞ_小","ア",40,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1441 インフィード_【準一般同人TL女性向け】少年の放課後 VER1(白いお布団)","5615","IOS_インフィード小【準一般同人TL女性向け】少年の放課後 VER1※アダルト配信","ｲﾝﾌｨｰﾄﾞ_小","ア",40,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1449 picktalk","5645","裏垢フラグ_picktalk_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",17,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1449 picktalk","5646","オナうまランキング_picktalk_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",17,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1449 picktalk","5647","PicFuck_picktalk_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","ア",10,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1449 picktalk","5648","オナうまランキング_picktalk_オーバーレイ","ｵｰﾊﾞｰﾚｲ(320*50)","ア",10,30,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1459 [アダルト]妻が他所で抱かれるわけ","5707","IOS_[アダルト]妻が他所で抱かれるわけ_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1460 [アダルト]カラミざかり3-2","5708","IOS_[アダルト]カラミざかり3-2_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1459 [アダルト]妻が他所で抱かれるわけ","5709","ADR_[アダルト]妻が他所で抱かれるわけ_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1460 [アダルト]カラミざかり3-2","5710","ADR_[アダルト]カラミざかり3-2_レクタングル","ﾚｸﾀﾝｸﾞﾙ","アカテ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1461 [アダルト]妻が他所で抱かれるわけ_RD","5711","IOS_[アダルト]妻が他所で抱かれるわけ_RD","ﾚｸﾀﾝｸﾞﾙ","アリ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1462 [アダルト]妻が他所で抱かれるわけ_RM","5712","IOS_[アダルト]妻が他所で抱かれるわけ_RM","ﾚｸﾀﾝｸﾞﾙ","アリ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1463 [アダルト]妻が他所で抱かれるわけ_ph_ht","5713","IOS_[アダルト]妻が他所で抱かれるわけ_ph_ht","ﾚｸﾀﾝｸﾞﾙ","アリ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1464 [アダルト]妻が他所で抱かれるわけ_ph_100PH","5714","IOS_[アダルト]妻が他所で抱かれるわけ_ph_100PH","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1465 [アダルト]妻が他所で抱かれるわけ_ph_anm","5715","IOS_[アダルト]妻が他所で抱かれるわけ_ph_anm","ﾚｸﾀﾝｸﾞﾙ","アリ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1466 [アダルト]妻が他所で抱かれるわけ_ph_gam","5716","IOS_[アダルト]妻が他所で抱かれるわけ_ph_gam","ﾚｸﾀﾝｸﾞﾙ","アリ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1467 [アダルト]妻が他所で抱かれるわけ_ph_anmsx","5717","IOS_[アダルト]妻が他所で抱かれるわけ_ph_anmsx","ﾚｸﾀﾝｸﾞﾙ","アリ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
"1468 [アダルト]カラミざかり3-2_RD","5718","IOS_[アダルト]カラミざかり3-2_RD","ﾚｸﾀﾝｸﾞﾙ","アリカテ",3,0,"オフ",0,0,"0.000%",0,"0.000%",0,0,0,0,-,-
